periodID	dayID	timestamp	time	event	actor	subject	note	where	keyword
1	2	1653394964.308	00:36:00	Talking to class: ON-task	teacher	class	login help	NA	NA
1	2	1653394975.993	00:47:00	Talking to class: ON-task	teacher	class	if you are stuck, use diagram	NA	NA
1	2	1653394988.821	01:00:00	Talking to student: ON-task	teacher	17	login	NA	Study activity
1	2	1653394998.389	01:10:00	Talking to student: ON-task	teacher	11	login	NA	Study activity
1	2	1653395042.621	01:54:00	Talking to student: ON-task	teacher	19	"to solve the equation, what would you do first. this says subtract 3, 7.. what do you think? ok.. good choice. in the box, type whatever is blue whatever is yellow. can you solve that or do you want to see the diagram. this says "" divide by.."" this says """" what would you do. you need to plugin. "	NA	Math content
1	2	1653395142.781	03:34:00	Talking to student: ON-task	teacher	20	what will you do to get x by itself - thats it - finish	NA	Math content
1	2	1653395173.531	04:05:00	Talking to student: ON-task	teacher	12	NA	NA	How tutor works
1	2	1653395202.735	04:34:00	Monitoring student	teacher	16	NA	NA	NA
1	2	1653395208.103	04:40:00	Talking to student: ON-task	teacher	14	what is 2-2. 0 right? type x = whatever number	NA	How tutor works
1	2	1653395237.805	05:09:00	Talking to student: ON-task	teacher	4	how are you doing?	NA	NA
1	2	1653395250.632	05:22:00	Talking to small group: ON-task	teacher	11;12;18	you have diagrams but you also can	NA	How tutor works
1	2	1653395280.935	05:52:00	Talking to student: ON-task	teacher	18	very nice.. click on finish problem. what should you do first? this says subtract, ... 	NA	Math content
1	2	1653395338.873	06:50:00	Talking to student: ON-task	teacher	12	this is saying add ? on both sides, subtract ? in both. in white box type whatever is in blue and whatever is in yellow	NA	Math content
1	2	1653395448.325	08:40:00	Raising hand	21	teacher	NA	NA	NA
1	2	1653395454.655	08:46:00	Talking to student: ON-task	teacher	11	NA	NA	How tutor works
1	2	1653395465.249	08:57:00	Talking to student: ON-task	teacher	12	what is broken off is subtract	NA	How tutor works
1	2	1653395492.409	09:24:00	Talking to student: ON-task	teacher	17	how 	NA	Math content
1	2	1653395502.967	09:34:00	Raising hand	10	teacher	NA	NA	NA
1	2	1653395566.367	10:38:00	Monitoring class: Fixed	teacher	class	NA	NA	NA
1	2	1653395569.337	10:41:00	Monitoring class: Moving	teacher	class	NA	NA	NA
1	2	1653395571.257	10:43:00	Talking to student: ON-task	teacher	15	NA	NA	NA
1	2	1653395578.599	10:50:00	Talking to class: ON-task	teacher	class	blue box yellow box	NA	NA
1	2	1653395593.823	11:05:00	Talking to student: ON-task	teacher	4	NA	NA	How tutor works
1	2	1653395645.58	11:57:00	Talking to student: ON-task	teacher	10	NA	NA	How tutor works
1	2	1653395687.545	12:39:00	Monitoring class: Fixed	teacher	class	NA	NA	NA
1	2	1653395689.599	12:41:00	Talking to student: ON-task	teacher	19	what do we do to solve this problem? you want to subtract 3 on both sides?	NA	Math content
1	2	1653395744.394	13:36:00	Monitoring class: Moving	teacher	class	NA	NA	NA
1	2	1653395750.19	13:42:00	Raising hand	13	teacher	NA	NA	NA
1	2	1653395763.572	13:55:00	Inactive	teacher	NA	talking to zoom researchers	At Desk;Front of the room	NA
1	2	1653395813.43	14:45:00	Talking to class: OFF-task	teacher	class	about zoom ppl able to see 	NA	NA
1	2	1653395858.644	15:30:00	Talking to class: ON-task	teacher	class	NA	NA	NA
1	2	1653395885.607	15:57:00	Talking to class: ON-task	teacher	class	asking students to focus on the activity	NA	NA
1	2	1653395901.812	16:13:00	Talking to class: ON-task	teacher	class	remember to sign out	NA	NA
1	2	1653395923.345	16:35:00	Inactive	teacher	NA	talking to zoom researchers	At Desk	NA
1	2	1653395935.36	16:47:00	Talking to small group: ON-task	teacher	17;18;19;20	pls finish the problen and sign out	NA	Behavior
1	2	1653395960.684	17:12:00	Talking to student: ON-task	teacher	4	how would you solve this problem? 	NA	Math content
1	2	1653395981.663	17:33:00	Talking to student: ON-task	teacher	12	NA	NA	Study activity
1	2	1653395991.483	17:43:00	Talking to student: ON-task	teacher	10	pls sign out	NA	How tutor works
1	2	1653396010.629	18:02:00	Talking to student: ON-task	teacher	18	good job	NA	Study activity
1	2	1653396023.308	18:15:00	Talking to student: ON-task	teacher	19	sign out	NA	Study activity
1	2	1653396034.88	18:26:00	Monitoring student	teacher	14	NA	NA	NA
1	2	1653396042.395	18:34:00	Talking to student: ON-task	teacher	21	survey - do you think diagrams are helping you? - helped typing the answer out 	NA	Study activity
1	2	1653396095.597	19:27:00	Inactive	teacher	NA	thanking Anon7	NA	NA
2	2	1653400928	00:00:00	Period begins	NA	NA	NA	NA	NA
2	2	1653400949.296	00:21:00	Inactive	teacher	NA	talking to Anon4	NA	NA
2	2	1653400999.505	01:11:00	Talking to class: ON-task	teacher	class	asking students to login 	NA	NA
2	2	1653401112.552	03:04:00	Inactive	teacher	NA	on phone	NA	NA
2	2	1653401134.288	03:26:00	Questioning: On-Task	11	teacher	Don't even know how this works	NA	NA
2	2	1653401146.336	03:38:00	Talking to student: ON-task	teacher	11	whatever is in the blue put it. explians how diagrams work. 	NA	Study activity
2	2	1653401216.336	04:48:00	Monitoring class: Moving	teacher	class	NA	NA	NA
2	2	1653401218.327	04:50:00	Talking to student: ON-task	teacher	15	type whatever is in yellow and whatever is in blue. do you know what to do next?	NA	How tutor works
2	2	1653401266.599	05:38:00	Talking to student: ON-task	teacher	17	NA	NA	How tutor works
2	2	1653401296.999	06:08:00	Monitoring student	teacher	20	NA	NA	NA
2	2	1653401300.287	06:12:00	Talking to student: ON-task	teacher	20	good job	NA	Motivation
2	2	1653401315.674	06:27:00	Monitoring student	teacher	18	NA	NA	NA
2	2	1653401324.994	06:36:00	Talking to student: ON-task	teacher	18	blue bix equals yellow	NA	How tutor works
2	2	1653401344.856	06:56:00	Talking to student: ON-task	teacher	12	login	NA	Study activity
2	2	1653401355.195	07:07:00	Talking to student: ON-task	teacher	19	good job you subtracted ? from both sides. if you use diagram, it shows you	NA	Math content
2	2	1653401383.473	07:35:00	Raising hand	5	teacher	NA	NA	NA
2	2	1653401388.03	07:40:00	Talking to student: ON-task	teacher	14	good job you subtract x from both sides. take 8 and divide both sides. they did nothing here. should you multiple or divide both sides	NA	Math content
2	2	1653401458.587	08:50:00	Talking to student: ON-task	teacher	5	NA	NA	Study activity
2	2	1653401474.306	09:06:00	Talking to small group: ON-task	teacher	7;8	how are you doing here?	NA	Motivation
2	2	1653401494.141	09:26:00	Talking to class: ON-task	teacher	class	NA	NA	Talking to class: OFF-task
2	2	1653401504.44	09:36:00	Monitoring class: Moving	teacher	class	NA	NA	NA
2	2	1653401509.945	09:41:00	Talking to student: ON-task	teacher	11	in this box write. press entere. now. whatever you wrote on one side. divide both side. good job	NA	How tutor works
2	2	1653401535.89	10:07:00	Talking to small group: ON-task	teacher	17;19	did you use hint, diagrams?	NA	NA
2	2	1653401590.412	11:02:00	Talking to student: ON-task	teacher	9	you are skipping many steps. 	NA	How tutor works
2	2	1653401631.668	11:43:00	Talking to class: ON-task	teacher	class	there are pop ups - hope you are reading them	NA	NA
2	2	1653401649.348	12:01:00	Talking to student: ON-task	teacher	5	remeber to press enter	NA	How tutor works
2	2	1653401663.34	12:15:00	Talking to student: ON-task	teacher	3	divide this side - both sides - read the pop up	NA	How tutor works
2	2	1653401691.952	12:43:00	Monitoring student	teacher	15	NA	NA	NA
2	2	1653401702.225	12:54:00	Talking to student: ON-task	teacher	15	write 2x= 4	NA	How tutor works
2	2	1653401711.815	13:03:00	Monitoring class: Moving	teacher	class	NA	NA	NA
2	2	1653401713.655	13:05:00	Talking to student: ON-task	teacher	19	you subtracted ? from both sides to isolate the variable. now,.. 	NA	Math content
2	2	1653401741.328	13:33:00	Monitoring class: Moving	teacher	class	NA	NA	NA
2	2	1653401743.933	13:35:00	Talking to student: ON-task	teacher	5	doing well Anon3	NA	Motivation
2	2	1653401755.137	13:47:00	Talking to student: ON-task	teacher	3	now try 2x = 1 	NA	Math content
2	2	1653401792.564	14:24:00	Talking to student: ON-task	teacher	5	what are you planning to do? good job.. you are typing 2x=4.. subtracted from both side. you can't just go from there to here. you need a pitstop. they want to see how you did that.	NA	How tutor works
2	2	1653401850.959	15:22:00	Monitoring class: Moving	teacher	class	NA	NA	NA
2	2	1653401853.271	15:25:00	Monitoring student	teacher	15;16	NA	NA	NA
2	2	1653401857.621	15:29:00	Monitoring student	teacher	19	NA	NA	NA
2	2	1653401859.889	15:31:00	Talking to student: ON-task	teacher	19	NA	NA	How tutor works
2	2	1653401867.703	15:39:00	Monitoring student	teacher	20	NA	NA	NA
2	2	1653401877.201	15:49:00	Talking to student: ON-task	teacher	12	NA	NA	How tutor works
2	2	1653401884.416	15:56:00	Talking to student: ON-task	teacher	8	did you finish everything? good job. scroll down	NA	Motivation
2	2	1653401910.738	16:22:00	Inactive	teacher	NA	talking to Anon4	NA	NA
2	2	1653401913.29	16:25:00	Raising hand	11	teacher	NA	NA	NA
2	2	1653401940.56	16:52:00	Inactive	teacher	NA	eating breakfast	At Desk	NA
2	2	1653401957.28	17:09:00	Questioning: On-Task	11	teacher	finished everything	NA	NA
2	2	1653401964.564	17:16:00	Talking to student: ON-task	teacher	11	scroll down.. you will find more	NA	Study activity
2	2	1653401988.61	17:40:00	Inactive	teacher	NA	talking to Anon4 - clarifying student 11 tasks	At Desk	NA
2	2	1653402017.293	18:09:00	Inactive	teacher	NA	getting clarification	At Desk	NA
2	2	1653402033.317	18:25:00	Talking to student: ON-task	teacher	11	helping 11 find more questions	NA	Study activity
2	2	1653402071.824	19:03:00	Raising hand	5	teacher	NA	NA	NA
2	2	1653402076.452	19:08:00	Monitoring class: Moving	teacher	class	NA	At Desk	NA
2	2	1653402087.878	19:19:00	Inactive	teacher	NA	talking to Anon4	At Desk;At Desk	NA
2	2	1653402114.964	19:46:00	Inactive	teacher	NA	checking the tutor	At Desk	NA
2	2	1653402148.977	20:20:00	Inactive	teacher	NA	checking emails	At Desk	NA
2	2	1653402202.431	21:14:00	Inactive	teacher	NA	NA	At Desk	NA
2	2	1653402216.611	21:28:00	Talking to student: ON-task	teacher	7	problems too easy - wish i had a paper to write it - easier 	NA	Study activity
2	2	1653402252.478	22:04:00	Talking to student: ON-task	teacher	11	i like diagrams	NA	Study activity
2	2	1653402266.05	22:18:00	Inactive	teacher	NA	To Anon4: why did you name it Lynette?	At Desk	NA
2	2	1653402287.709	22:39:00	Talking to class: OFF-task	teacher	class	CMU story 	NA	NA
2	2	1653402320.189	23:12:00	Talking to class: ON-task	teacher	class	finish your problem and sign out	NA	NA
2	2	1653402378.771	24:10:00	Talking to class: ON-task	teacher	class	Why doing this is important	NA	NA
2	2	1653402403.986	24:35:00	Talking to student: ON-task	teacher	7	why doing this is important	NA	Motivation
2	2	1653402455.452	25:27:00	Talking to class: OFF-task	teacher	class	how long you go to college	NA	NA
2	2	1653402470.194	25:42:00	Talking to class: ON-task	teacher	class	sign out	NA	NA
3	2	1653404243	00:00:00	Period begins	NA	NA	NA	NA	NA
3	2	1653404245.65	00:02:00	Talking to class: ON-task	teacher	class	asking everyone to login	NA	NA
3	2	1653404257.362	00:14:00	Inactive	teacher	NA	do =ing yearbook work 	NA	NA
3	2	1653404310.9	01:07:00	Talking to class: ON-task	teacher	class	NA	NA	NA
3	2	1653404315.61	01:12:00	Raising hand	18	teacher	NA	NA	NA
3	2	1653404322.413	01:19:00	Talking to student: ON-task	teacher	6	NA	NA	NA
3	2	1653404346.258	01:43:00	Talking to student: ON-task	teacher	7	no chromebook	NA	Study activity
3	2	1653404360.959	01:57:00	Talking to small group: ON-task	teacher	5;6	login	NA	Study activity
3	2	1653404373.366	02:10:00	Talking to student: ON-task	teacher	18	student asked who are the people in zoom	NA	Study activity
3	2	1653404406.684	02:43:00	Talking to student: OFF-task	teacher	25	you can move if you want	NA	Behavior
3	2	1653404419.65	02:56:00	Talking to student: ON-task	teacher	23	login	NA	Study activity
3	2	1653404427.168	03:04:00	Talking to student: ON-task	teacher	25;22	login	NA	Study activity
3	2	1653404438.996	03:15:00	Talking to student: ON-task	teacher	23	so what are you going to do first. subtract ? on both sides. no cpaitals and spaces	NA	How tutor works
3	2	1653404478.198	03:55:00	Talking to student: ON-task	teacher	22	NA	NA	NA
3	2	1653404485.364	04:02:00	Talking to student: ON-task	teacher	17	explaining options. asks what will you do then.	NA	How tutor works
3	2	1653404509.849	04:26:00	Raising hand	18	teacher	NA	NA	NA
3	2	1653404515.172	04:32:00	Talking to student: ON-task	teacher	18	if you don't know what to do, there are hints.	NA	How tutor works
3	2	1653404551.82	05:08:00	Talking to student: ON-task	teacher	8	good job	NA	How tutor works
3	2	1653404560.551	05:17:00	Talking to student: ON-task	teacher	6	get started	NA	Behavior
3	2	1653404597.71	05:54:00	Monitoring class: Moving	teacher	class	NA	NA	NA
3	2	1653404600.74	05:57:00	Monitoring student	teacher	22	NA	NA	NA
3	2	1653404606.868	06:03:00	Talking to student: ON-task	teacher	22	help get into the activity	NA	Study activity
3	2	1653404631.886	06:28:00	Monitoring class: Moving	teacher	class	NA	Front of the room	NA
3	2	1653404637.416	06:34:00	Raising hand	7	teacher	NA	NA	NA
3	2	1653404644.283	06:41:00	Talking to student: ON-task	teacher	7	login help	NA	Study activity
3	2	1653404655.925	06:52:00	Inactive	teacher	NA	taking attendance	At Desk	NA
3	2	1653404665.3	07:02:00	Questioning: On-Task	7	teacher	NA	NA	NA
3	2	1653404697.391	07:34:00	Inactive	teacher	NA	checking computer	At Desk	NA
3	2	1653404726.972	08:03:00	Talking to small group: ON-task	teacher	25;22	NA	NA	NA
3	2	1653404735.238	08:12:00	Inactive	teacher	NA	on phone	At Desk	NA
3	2	1653404745.393	08:22:00	Monitoring class: Moving	teacher	class	NA	NA	NA
3	2	1653404748.243	08:25:00	Talking to student: ON-task	teacher	12	NA	NA	Study activity
3	2	1653404766.577	08:43:00	Talking to student: ON-task	teacher	6	do you know what to do here? what does this say? don't skip steps. maybe use the diagram. you are right. i don't know why.. this is showing this..	NA	Math content
3	2	1653404948.496	11:45:00	Talking to student: ON-task	teacher	17	NA	NA	How tutor works
3	2	1653404953.912	11:50:00	Talking to student: ON-task	teacher	22	there are 8 problems. you need to press enter	NA	Study activity
3	2	1653404964.595	12:01:00	Talking to student: ON-task	teacher	23	NA	NA	How tutor works
3	2	1653405003.601	12:40:00	Monitoring student	teacher	25	NA	NA	NA
3	2	1653405008.09	12:45:00	Raising hand	18	teacher	NA	NA	NA
3	2	1653405019.784	12:56:00	Talking to student: ON-task	teacher	18	if 4/4 is 1 what is 12/12? use diagram - this side thet divided, this side subtracted.. so what is the right option.. hmm hmm	NA	Math content
3	2	1653405071.901	13:48:00	Monitoring student	teacher	12	NA	NA	NA
3	2	1653405076.361	13:53:00	Talking to student: ON-task	teacher	12	you need to login	NA	Study activity
3	2	1653405091.247	14:08:00	Monitoring class: Moving	teacher	class	NA	NA	NA
3	2	1653405093.965	14:10:00	Monitoring student	teacher	14	should this be 3x + 2 or ? hit enter. 	NA	NA
3	2	1653405127.919	14:44:00	Monitoring class: Moving	teacher	class	NA	NA	NA
3	2	1653405131.888	14:48:00	Monitoring class: Moving	teacher	class	NA	NA	NA
3	2	1653405133.698	14:50:00	Raising hand	18	teacher	NA	NA	NA
3	2	1653405141.442	14:58:00	Monitoring class: Moving	teacher	class	NA	NA	NA
3	2	1653405145.259	15:02:00	Talking to student: ON-task	teacher	12	what are you going to do next? this side is showing adding both side, subtracting both side, over here type 2x =4. now you solve for x. not hit enter. now type x = . 4/2. 	Right	Math content
3	2	1653405243.486	16:40:00	Talking to class: ON-task	teacher	class	sign out 	NA	NA
3	2	1653405250.274	16:47:00	Raising hand	12	teacher	NA	NA	NA
3	2	1653405259.217	16:56:00	Monitoring class: Moving	teacher	class	NA	Middle;Right	NA
3	2	1653405289.13	17:26:00	Talking to student: ON-task	teacher	18	how to sign out	NA	Study activity
3	2	1653405301.4	17:38:00	Raising hand	18	teacher	NA	NA	NA
3	2	1653405306.965	17:43:00	Talking to class: OFF-task	teacher	class	how old is Anon4?	Front of the room	12
3	2	1653405327.785	18:04:00	Talking to class: ON-task	teacher	class	close your chromebooks	NA	Other
4	2	1653409442	00:00:00	Period begins	NA	NA	NA	NA	NA
4	2	1653409445.639	00:03:00	Talking to class: ON-task	teacher	class	login	NA	NA
4	2	1653409458.674	00:16:00	Talking to student: ON-task	teacher	23	move places	NA	Behavior
4	2	1653409513.269	01:11:00	Inactive	teacher	NA	NA	At Desk;Front of the room	NA
4	2	1653409546.47	01:44:00	Inactive	teacher	NA	on phone	Front of the room;At Desk	NA
4	2	1653409577.755	02:15:00	Raising hand	19	teacher	NA	NA	NA
4	2	1653409584.98	02:22:00	Talking to class: ON-task	teacher	class	log in 	NA	NA
4	2	1653409595.477	02:33:00	Raising hand	17	teacher	NA	NA	NA
4	2	1653409599.716	02:37:00	Questioning: On-Task	17	teacher	username	NA	NA
4	2	1653409631.937	03:09:00	Talking to student: ON-task	teacher	19	log in 	NA	Study activity
4	2	1653409654.503	03:32:00	Talking to class: ON-task	teacher	class	log in 	NA	Study activity
4	2	1653409658.447	03:36:00	Talking to class: ON-task	teacher	class	log in 	NA	Study activity
4	2	1653409668.687	03:46:00	Talking to class: ON-task	teacher	class	log in 	NA	NA
4	2	1653409672.262	03:50:00	Talking to student: ON-task	teacher	1	log in 	NA	Study activity
4	2	1653409702.95	04:20:00	Raising hand	16	teacher	NA	NA	NA
4	2	1653409706.337	04:24:00	Raising hand	21	teacher	NA	NA	NA
4	2	1653409717.977	04:35:00	Talking to class: ON-task	teacher	class	directing to activity	NA	NA
4	2	1653409741.682	04:59:00	Talking to student: ON-task	teacher	1	NA	NA	Study activity
4	2	1653409822.715	06:20:00	Talking to student: ON-task	teacher	1	directing to problem set	At Desk	Study activity
4	2	1653409901.502	07:39:00	Talking to student: ON-task	teacher	2	NA	NA	Study activity
4	2	1653409915.45	07:53:00	Inactive	teacher	NA	taking a phone call	At Desk	NA
4	2	1653409979.228	08:57:00	Talking to student: ON-task	teacher	2	NA	NA	Study activity
4	2	1653409984.452	09:02:00	Talking to student: ON-task	teacher	4	NA	NA	Study activity
4	2	1653410011.13	09:29:00	Talking to class: ON-task	teacher	class	NA	NA	NA
4	2	1653410027.391	09:45:00	Talking to student: ON-task	teacher	2	login	At Desk	Study activity
4	2	1653410039.152	09:57:00	Inactive	teacher	NA	working with papers	NA	NA
4	2	1653410057.255	10:15:00	Questioning: On-Task	9	teacher	NA	NA	NA
4	2	1653410060.479	10:18:00	Talking to student: ON-task	teacher	9	there are more questions - keep going	NA	Study activity
4	2	1653410073.669	10:31:00	Questioning: On-Task	4	teacher	NA	NA	NA
4	2	1653410084.36	10:42:00	Talking to student: ON-task	teacher	4	whatever is in the yellow box is in the blue box. press enter please	Right	How tutor works
4	2	1653410117.583	11:15:00	Talking to class: ON-task	teacher	class	why focus on this task?	NA	NA
4	2	1653410142.195	11:40:00	Talking to student: ON-task	teacher	9	solve for x	NA	How tutor works
4	2	1653410154.495	11:52:00	Talking to student: ON-task	teacher	2	login	At Desk	Study activity
4	2	1653410172.641	12:10:00	Talking to student: ON-task	teacher	6	NA	NA	Study activity
4	2	1653410184.975	12:22:00	Talking to student: OFF-task	teacher	4	NA	NA	NA
4	2	1653410189.416	12:27:00	Raising hand	10	teacher	NA	NA	NA
4	2	1653410195.406	12:33:00	Questioning: On-Task	1	teacher	NA	NA	NA
4	2	1653410198.981	12:36:00	Talking to student: ON-task	teacher	1	so you don't know how to solve this. what will you do? hint.. click hint	NA	How tutor works
4	2	1653410230.506	13:08:00	Talking to student: ON-task	teacher	10	use sladh. but right now you need to do 10-4. so subtract 1 from each side? now type. division is slash	NA	How tutor works
4	2	1653410272.458	13:50:00	Talking to student: ON-task	teacher	9	now you are left with 2x=4	NA	Math content
4	2	1653410291.879	14:09:00	Raising hand	4	teacher	NA	NA	NA
4	2	1653410298.384	14:16:00	Talking to class: OFF-task	teacher	class	about test	NA	17
4	2	1653410314.642	14:32:00	Talking to student: OFF-task	teacher	4	NA	NA	NA
4	2	1653410322.05	14:40:00	Talking to student: OFF-task	teacher	17	NA	NA	NA
4	2	1653410335.17	14:53:00	Talking to class: OFF-task	teacher	class	about test	NA	16
4	2	1653410345.556	15:03:00	Talking to class: OFF-task	teacher	class	about test	NA	14
4	2	1653410356.85	15:14:00	Talking to student: OFF-task	teacher	25	test	NA	NA
4	2	1653410365.775	15:23:00	Talking to student: ON-task	teacher	9	yes. write x=2	NA	Math content
4	2	1653410381.39	15:39:00	Raising hand	14	teacher	NA	NA	NA
4	2	1653410400.738	15:58:00	Talking to student: OFF-task	teacher	1	asked to move back 	NA	NA
4	2	1653410416.168	16:14:00	Inactive	teacher	NA	NA	NA	NA
4	2	1653410475.378	17:13:00	Talking to student: ON-task	teacher	3	NA	NA	How tutor works
4	2	1653410491.96	17:29:00	Raising hand	14	teacher	NA	NA	NA
4	2	1653410494.285	17:32:00	Talking to student: ON-task	teacher	13	this one is subtracting, this is dividing.. which one do you think it is? then in the box you type x=3	NA	Math content
4	2	1653410546.964	18:24:00	Talking to student: ON-task	teacher	14	x+4	NA	Math content
4	2	1653410560.304	18:38:00	Raising hand	29	teacher	NA	NA	NA
4	2	1653410565.646	18:43:00	Monitoring student	teacher	4	NA	NA	NA
4	2	1653410569.84	18:47:00	Raising hand	21	teacher	NA	NA	NA
4	2	1653410572.338	18:50:00	Raising hand	2	teacher	NA	NA	NA
4	2	1653410575.65	18:53:00	Talking to student: ON-task	teacher	2	you go to write x= 3	NA	How tutor works
4	2	1653410583.401	19:01:00	Raising hand	10	teacher	NA	NA	NA
4	2	1653410605.233	19:23:00	Talking to student: OFF-task	teacher	2	NA	NA	NA
4	2	1653410610.513	19:28:00	Talking to student: ON-task	teacher	9	no.. you can't subtract 2x from both sides	NA	Math content
4	2	1653410627.577	19:45:00	Talking to class: ON-task	teacher	class	finish up the problem you are on	NA	NA
4	2	1653410637.937	19:55:00	Talking to student: ON-task	teacher	2	enter that in the box	NA	How tutor works
4	2	1653410653.495	20:11:00	Monitoring class: Moving	teacher	class	NA	NA	NA
4	2	1653410656.101	20:14:00	Talking to student: OFF-task	teacher	4	NA	NA	NA
4	2	1653410664.912	20:22:00	Talking to class: ON-task	teacher	class	sign out when done	NA	NA
4	2	1653410679.656	20:37:00	Talking to student: ON-task	teacher	21	get rid of it. its  2x=4 not 4x = 2. enter that. 	NA	Math content
4	2	1653410738.328	21:36:00	Monitoring class: Moving	teacher	class	NA	Middle	NA
4	2	1653410742.227	21:40:00	Raising hand	2	teacher	NA	NA	NA
4	2	1653410745.96	21:43:00	Talking to student: ON-task	teacher	2	click on x	NA	How tutor works
4	2	1653410772.145	22:10:00	Talking to small group: ON-task	teacher	11;10;12	NA	NA	Study activity
4	2	1653410786.814	22:24:00	Talking to student: ON-task	teacher	17	NA	NA	Study activity
4	2	1653410796.531	22:34:00	Talking to student: ON-task	teacher	6	sign out	At Desk	Study activity
5	2	1653415666	00:00:00	Period begins	NA	NA	NA	NA	NA
5	2	1653415669.312	00:03:00	Talking to class: ON-task	teacher	class	login	NA	NA
5	2	1653415703.372	00:37:00	Talking to class: OFF-task	teacher	class	NA	NA	NA
5	2	1653415709.674	00:43:00	Raising hand	14	teacher	NA	NA	NA
5	2	1653415716.319	00:50:00	Talking to student: ON-task	teacher	14	NA	NA	Study activity
5	2	1653415722.832	00:56:00	Talking to student: ON-task	teacher	6	write out steps	NA	How tutor works
5	2	1653415751.115	01:25:00	Talking to student: OFF-task	teacher	1;2;9;10;11;12;17;18;19;20;13;14;23	collecting tests	NA	NA
5	2	1653415791.632	02:05:00	Monitoring class: Moving	teacher	class	NA	NA	NA
5	2	1653415866.104	03:20:00	Talking to class: OFF-task	teacher	class	distributing candy for test	NA	NA
5	2	1653415884.56	03:38:00	Talking to student: ON-task	teacher	10	need to show your work. write 2x=4. and now you can write	NA	How tutor works
5	2	1653415920.43	04:14:00	Raising hand	23	teacher	NA	NA	NA
5	2	1653415924.74	04:18:00	Talking to class: OFF-task	teacher	class	candy	NA	13
5	2	1653415926.749	04:20:00	Talking to class: OFF-task	teacher	class	candy	NA	14
5	2	1653415942.274	04:36:00	Talking to student: OFF-task	teacher	23	candy	NA	NA
5	2	1653415949.331	04:43:00	Raising hand	11	teacher	NA	NA	NA
5	2	1653415952.527	04:46:00	Talking to student: OFF-task	teacher	11	bathroom	NA	NA
5	2	1653415960.52	04:54:00	Questioning: On-Task	6	teacher	NA	NA	NA
5	2	1653415966.515	05:00:00	Talking to student: ON-task	teacher	6	ok. so this 3x+1. yes. that is what you write on the bar. 	NA	Math content
5	2	1653415999.378	05:33:00	Raising hand	14	teacher	NA	NA	NA
5	2	1653416002.726	05:36:00	Talking to student: ON-task	teacher	14	what i want you to do is write 3x+1	NA	How tutor works
5	2	1653416030.525	06:04:00	Inactive	teacher	NA	on phone	Front of the room	NA
5	2	1653416105.991	07:19:00	Talking to student: ON-task	teacher	11	so this is hsowing subtract one from both sides.. hmm.. good choice.. blue bar is the same as yellow bar	NA	How tutor works
5	2	1653416137.649	07:51:00	Talking to student: ON-task	teacher	12	blue bar equals yellow bar	NA	How tutor works
5	2	1653416146.845	08:00:00	Talking to student: ON-task	teacher	10	can you erase it? hit the red x. and go back in. try again. click the diagram you want. 	NA	How tutor works
5	2	1653416209.612	09:03:00	Monitoring student	teacher	18	NA	NA	NA
5	2	1653416228.426	09:22:00	Talking to student: ON-task	teacher	19	student: i know how to do this by hand but don't understand the diagrams. tecaher: ok.. so you need to write 4x=?	NA	How tutor works
5	2	1653416269.22	10:03:00	Talking to class: OFF-task	teacher	class	indian restraunt	NA	NA
5	2	1653416290.786	10:24:00	Talking to student: OFF-task	teacher	19	indian restaurant	NA	NA
5	2	1653416319.341	10:53:00	Monitoring class: Moving	teacher	class	NA	Front of the room;Right	NA
5	2	1653416325.36	10:59:00	Talking to student: ON-task	teacher	12	blue bar equals yellow bar	NA	How tutor works
5	2	1653416341.2	11:15:00	Talking to student: ON-task	teacher	14	what are you doing? (student: i finished) open up	NA	Behavior
5	2	1653416364.456	11:38:00	Talking to student: ON-task	teacher	6	NA	NA	How tutor works
5	2	1653416372.567	11:46:00	Talking to student: OFF-task	teacher	6	bathroom	NA	NA
5	2	1653416381.472	11:55:00	Talking to student: ON-task	teacher	14	this is what you need to write: 2x = ?	NA	How tutor works
5	2	1653416418.93	12:32:00	Monitoring class: Moving	teacher	class	NA	Left;Middle	NA
5	2	1653416425.433	12:39:00	Monitoring student	teacher	1;2	NA	NA	NA
5	2	1653416434.122	12:48:00	Talking to student: ON-task	teacher	1;2	so you should have 3x+4=8	NA	Behavior
5	2	1653416490.525	13:44:00	Talking to student: ON-task	teacher	2	3x = 6 ok. then what? yes. sometimes it is ok to do more steps. when you do too much in your head, you can make mistakes	NA	Math content
5	2	1653416533.864	14:27:00	Monitoring class: Moving	teacher	class	NA	Middle;Front of the room	NA
5	2	1653416541.684	14:35:00	Raising hand	19	teacher	NA	NA	NA
5	2	1653416545.306	14:39:00	Talking to student: ON-task	teacher	19	how much time is left	NA	Study activity
5	2	1653416581.586	15:15:00	Monitoring class: Moving	teacher	class	NA	NA	NA
5	2	1653416630.91	16:04:00	Inactive	teacher	NA	anouncement going on - doing something at desk	At Desk;At Desk	NA
5	2	1653416683.277	16:57:00	Monitoring class: Moving	teacher	class	NA	Left;Back of the room	NA
5	2	1653416691.21	17:05:00	Talking to class: OFF-task	teacher	class	about the announcement	NA	Outside the room
5	2	1653416715.534	17:29:00	Talking to class: ON-task	teacher	class	keep working	NA	NA
5	2	1653416724.724	17:38:00	Monitoring class: Fixed	teacher	class	NA	Back of the room	NA
5	2	1653416786.93	18:40:00	Inactive	teacher	NA	NA	NA	NA
5	2	1653416789.179	18:43:00	Monitoring class: Moving	teacher	class	NA	NA	NA
